catalogid,id,weight,minimumorder,maximumorder,date_created,description,extended_description,keywords,sorting,thumbnail,image1,image2,image3,image4,realmedia,related,accessories,shipcost,imagecaption1,imagecaption2,imagecaption3,imagecaption4,title,metatags,displaytext,eproduct_password,eproduct_random,eproduct_expire,eproduct_path,eproduct_serial,eproduct_instructions,homespecial,categoryspecial,hide,free_shipping,nontax,notforsale,giftcertificate,userid,last_update,extra_field_1,extra_field_2,extra_field_3,extra_field_4,extra_field_5,extra_field_6,extra_field_7,extra_field_8,extra_field_9,extra_field_10,extra_field_11,extra_field_12,extra_field_13,usecatoptions,qtyoptions,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,hide_1,hide_2,hide_3,hide_4,hide_5,hide_6,hide_7,hide_8,hide_9,hide_10,minorderpkg,listing_displaytype,show_out_stock,pricing_groupopt,qtydiscount_opt,loginlevel,redirectto,accessgroup,self_ship,tax_code,eproduct_reuseserial,nonsearchable,instock_message,outofstock_message,backorder_message,height,width,depth,reward_points,reward_disable,reward_redeem,filename,fractional_qty,gtin
334,SB27BD,75,1,0,11/15/2006,"27""W Double Door Sink Base Cabinet","Double Door Sink Base Cabinet 27"" Wide x 34.5"" Tall",Double Door Door Base Cabinet,6,assets/images/2010cabinetimages/sb36_thumbnail.jpg,assets/images/2010cabinetimages/sb36.jpg,,,,,,,0,"27"" Wide Double Door Sink Base Cabinet",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:05,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,27,24,0,0,0,,0,
335,SB30BD,75,1,0,11/15/2006,"30""W Double Door Sink Base Cabinet","Double Door Sink Base Cabinet 30"" Wide x 34.5"" Tall",Butt Door Door Base Cabinet,7,assets/images/2010cabinetimages/sb36_thumbnail.jpg,assets/images/2010cabinetimages/sb36.jpg,,,,,,,0,"30"" Wide Double Door Sink Base Cabinet",,,,Online Cabinets Direct,RTA Kitchen Cabinet  RTA Kitchen Base Cabinet ,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:05,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,30,24,0,0,0,,0,
338,SB39,75,1,0,11/15/2006,"39""W Double Door Sink Base Cabinet","Double Door Sink Base Cabinet w/Center Mullion 39"" Wide x 34.5"" Tall",Butt Door Door Base Cabinet,10,assets/images/2010cabinetimages/sb48_thumbnail.jpg,assets/images/2010cabinetimages/sb48.jpg,,,,,,,0,"39"" Wide Double Door Sink Base Cabinet w/Center Mullion",,,,RTA Cabinets Online,"<META NAME=""DESCRIPTION"" CONTENT=""""> <META NAME=""ABSTRACT"" CONTENT=""""> <META NAME=""KEYWORDS"" CONTENT=""buy rta cabinets online;wholesale kitchen cabinets online;maple solid wood kitchen cabinets online;full overlay cabinets;cabinets online;wholesale cabinets;maple cabinets;cabinets wholesale online;rta china cabinets;kitchen and bath cabinets;cabinet;"">",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:05,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,39,24,0,0,0,,0,
339,SB42,75,1,0,11/15/2006,"42""W Double Door Sink Base Cabinet","Double Door Sink Base Cabinet w/Center Mullion 42"" Wide x 34.5"" Tall",Double Door Base Cabinet Center Mullion,11,assets/images/2010cabinetimages/sb48_thumbnail.jpg,assets/images/2010cabinetimages/sb48.jpg,,,,,,,0,"42"" Wide Double Door Sink Base Cabinet w/Center Mullion",,,,Solid Wood Kitchen Cabinets Online,"<META NAME=""DESCRIPTION"" CONTENT=""""> <META NAME=""ABSTRACT"" CONTENT=""""> <META NAME=""KEYWORDS"" CONTENT=""buy rta cabinets online;wholesale kitchen cabinets online;maple solid wood kitchen cabinets online;full overlay cabinets;cabinets online;wholesale cabinets;maple cabinets;cabinets wholesale online;rta china cabinets;kitchen and bath cabinets;cabinet;"">",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:06,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,42,24,0,0,0,,0,
341,BSPRK8,5,1,0,11/15/2006," 8"" Wide Base Pull Out Spice Rack To BFH12 (Cabinet Not Included)","5"" Wide Base Pull Out Spice Rack, Price Does Not Include The Cabinet Only The Spice Rack. This Can Be Added To A BFH12.",Posts,0,assets/images/01396068_thumbnail.jpg,assets/images/01396068.jpg,,,,,,,0,Door Mount Base Pull Out Spice Rack For BFH12,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/17/2013 13:30,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,30,8,24,0,0,0,,,
344,WSPRK8,10,1,0,3/26/2009,"8"" Wide Wall Pull Out Spice Rack For 12"" Wall Cabinet (Cabinet Not Included)","REVASHELF WALL CABINET SPICE PULLOUT. 8""W X 10-3/4""D X 26-1/4""H.   WALL CABINET IS NOT INCLUDED.  THIS ITEM CAN BE ADDED TO A W1230, W1236 and W1242. ",,0,assets/images/wall spice rack pull out_thumbnail.jpg,assets/images/wall spice rack pull out.jpg,,,,,,,0,Wall Pull Out Spice Rack For W1230-W1242,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,6/12/2013 10:36,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,30,12,12,0,0,0,,,
345,WSPRK5,0,1,0,3/26/2009,"5"" Wide Wall Pull Out Spice Rack For 9"" Wall Cabinet (Cabinet Not Included)","REVASHELF WALL CABINET SPICE PULLOUT. 5""W X 10-3/4""D X 26-1/4""H.   CABINET IS NOT INCLUDED  THIS ITEM CAN BE ADDED TO A W930, W936 and W942.",,0,assets/images/wall spice rack pull out_thumbnail.jpg,assets/images/wall spice rack pull out.jpg,,,,,,,0,Wall Pull Out Spice Rack For W930-W942,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/17/2013 14:30,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
347,PSTTRD3,5,1,0,11/15/2006,Turned 3 Post,"Turned Post 3"" x 3"" x 35-1/4""",Posts,0,assets/images/p1_thumbnail.jpg,assets/images/p1.jpg,,,,,,,0,"Turned Post 3"" x 3"" x 35-1/4""",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/27/2014 13:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
360,2DB18,75,1,0,11/15/2006,"18"" Two Drawer Base Cabinet 24"" Deep","Two Drawer Base Cabinet 18"" Wide x 34.5"" Tall",Two Drawer Base Cabinet ,18,assets/images/2010cabinetimages/2db24_thumbnail.jpg,assets/images/2010cabinetimages/2db24.jpg,,,,,,,0,"18"" Wide Two Drawer Base Cabinet",,,,Kitchen Cabinet Base,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,18,4,0,0,0,,0,
361,2DB24,75,1,0,11/15/2006,"24"" Two Drawer Base Cabinet 24"" Deep","Two Drawer Base Cabinet 24"" Wide x 34.5"" Tall",Two Drawer Base Cabinet ,18,assets/images/2010cabinetimages/2db24_thumbnail.jpg,assets/images/2010cabinetimages/2db24.jpg,,,,,,,0,"24"" Wide Two Drawer Base Cabinet",,,,Kitchen Cabinet Base,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,24,4,0,0,0,,0,
362,2DB30,75,1,0,11/15/2006,"30"" Two Drawer Base Cabinet 24"" Deep","Two Drawer Base Cabinet 30"" Wide x 34.5"" Tall",Two Drawer Base Cabinet ,18,assets/images/2010cabinetimages/2db24_thumbnail.jpg,assets/images/2010cabinetimages/2db24.jpg,,,,,,,0,"30"" Wide Two Drawer Base Cabinet",,,,Kitchen Cabinet Base,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,30,4,0,0,0,,0,
363,2DB36,75,1,0,11/15/2006,"36"" Two Drawer Base Cabinet 24"" Deep","Two Drawer Base Cabinet 36"" Wide x 34.5"" Tall",Two Drawer Base Cabinet ,18,assets/images/2010cabinetimages/2db24_thumbnail.jpg,assets/images/2010cabinetimages/2db24.jpg,,,,,,,0,"36"" Wide Two Drawer Base Cabinet",,,,Kitchen Cabinet Base,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,36,4,0,0,0,,0,
364,PB42,75,1,0,11/15/2006,"42"" Peninsula Double Door Base Cabinet 24"" Deep","Peninsula Double Door (Butt Door) Base Cabinet 42"" Wide x 34.5"" Tall",Double Door Base Cabinet Center Mullion,15,assets/images/2010cabinetimages/pbcabinet_thumbnail.jpg,assets/images/2010cabinetimages/pbcabinet.jpg,,,,,,,0,Peninsula Base Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,42,24,0,0,0,,0,
365,PB48,75,1,0,11/15/2006,"48"" Peninsula Double Door Base Cabinet 24"" Deep","Peninsula Double Door (Butt Door) Base Cabinet 48"" Wide x 34.5"" Tall",Double Door Base Cabinet Center Mullion,15,assets/images/2010cabinetimages/pbcabinet_thumbnail.jpg,assets/images/2010cabinetimages/pbcabinet.jpg,,,,,,,0,Peninsula Base Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,48,24,0,0,0,,0,
367,OCU31.584,100,1,0,11/15/2006,31.5 x 84 Universal Oven Interior Cutout Dimensions Can Be Modified To Fit Most Single or Double Ovens,"Universal Oven Cabinet 31.5 Wide x 84 Tall x 24"" Deep Stock Interior Opening Is 28.5 W x  24 Tall.  Max Single Oven Cutout Is 30w x 30h. Bottom Drawer Space or Center Drawer Space Is Modifiable To Accept Most Warming Drawers",Oven Microwave Cabinet ,16,assets/images/2010cabinetimages/ocu_thumbnail.jpg,assets/images/2010cabinetimages/ocu.jpg,assets/images/2010CabinetImages/UOCDIM.jpg,,,,,,0,Oven Microwave Cabinet Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:11,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,84,32,24,0,0,0,,0,
372,ACWBBC,5,1,0,11/15/2006,Acanthus Wood Bar Bracket Corbel,"Small Acanthus Wood Corbel. 3.5"" x 8"" x 13"" ",Corbels,0,assets/images/corb-1_thumbnail.jpg,assets/images/corb-1.jpg,,,,,,,0,"Acanthus Wood Corbel. 3.5"" x 8"" x 13"". ",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/27/2014 13:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
373,RPPST3,5,1,0,11/15/2006,"Rope 3"" Post","Wood Post with Rope Pattern 3"" x 3"" x 35-1/4"". ",Posts,0,assets/images/p3_thumbnail.jpg,assets/images/p3.jpg,,,,,,,0,"Wood Post with Rope Pattern (Island Leg). 3"" x 3"" x 35-1/4"". ",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/27/2014 13:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
374,PSTTRD3542,5,1,0,11/15/2006,Turned 3.5-42 Post,"Turned Post 3-1/2"" x 3-1/2"" x 42""",Posts,0,assets/images/p1_thumbnail.jpg,assets/images/p1.jpg,,,,,,,0,"Turned Post 3-1/2"" x 3-1/2"" x42""",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/27/2014 13:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
375,RDPST3542,5,1,0,11/15/2006,Reeded 3.5-42 Post,"Reeded Post 3-1/2"" x 3-1/2"" x 42""",Posts,0,assets/images/p1_thumbnail.jpg,assets/images/p1.jpg,,,,,,,0,"Turned Post 3-1/2"" x 3-1/2"" x 42""",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/27/2014 13:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
376,RPPST3542,5,1,0,11/15/2006,Rope 3.5-42 Post,"Rope Post 3-1/2"" x 3-1/2"" x 42""",Posts,0,assets/images/p1_thumbnail.jpg,assets/images/p1.jpg,,,,,,,0,"Turned Post 3-1/2"" x 3-1/2"" x 42""",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/27/2014 13:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
377,RDPST3,5,1,0,11/15/2006,"Reeded 3"" Post","Wood Post with Reeded Pattern 3"" x 3"" x 35-1/4"". ",Posts,0,assets/images/p2_thumbnail.jpg,assets/images/p2_thumbnail.jpg,,,,,,,0,"Wood Post with Reeded Pattern. 3"" x 3"" x 35-1/4"". ",,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/27/2014 13:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
385,FBP48965,51,1,0,11/15/2006,"Finished Maple Plywood .50"" Thick","Finished Base Plywood 96"" x 48"" x .50"" ",Finished Plywood,1,assets/images/endpanel_thumbnail.jpg,assets/images/endpanel.jpg,,,,,,,0,Finished Base Plywood,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/2/2015 12:14,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,96,48,2,0,0,0,,0,
386,FBP4896.75,51,1,0,11/15/2006,"Finished Maple Plywood .75"" Thick","Finished Base Plywood 96"" x 48"" x .75"" ",Finished Plywood,1,assets/images/endpanel_thumbnail.jpg,assets/images/endpanel.jpg,,,,,,,0,Finished Base Plywood,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/2/2015 12:14,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,96,48,2,0,0,0,,0,
387,RWF336,5,1,0,11/15/2006,Reeded Wall Filler,"Reeded Wall Filler 3"" Wide x 36"" Tall ",Filler,54,assets/images/ff(1)_thumbnail.jpg,assets/images/ff(1).jpg,,,,,,,0,Reeded Filler,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/2/2015 12:15,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
389,BSSD,1,1,0,11/15/2006,Brandywine Shaker Sample Door,Brandywine Shaker Door Sample / Shipping Included In Sample Door Price,Door Sample,85,assets/images/Door Colors/brandywine shaker_thumbnail.jpg,assets/images/Door Colors/Brandywine Shaker.jpg,,,,,,,15,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,Online Cabinets Admin,10/12/2015 14:58,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,0,0,0,0,0,0,,0,
392,RES,0,1,0,5/21/2010,Add Residential Delivery To Shipping,Add Residential Delivery To Shipping,,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/16/2014 12:16,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
393,392-2,0,1,0,5/21/2010,Add Liftgate Service To Shipping,Add Liftgate Service To Shipping,,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,3dcartadmin,1/11/2011,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
396,CH42,100,1,0,11/15/2006,"42"" Chimney Hood","42"" Chimney Hood Requires 46"" Of Space",Chimney Hood,15,assets/images/chimney hood 1_thumbnail.jpg,assets/images/chimney hood 1.jpg,assets/images/ChimneyHood2.jpg,,,,,,0,Chimney Hood,Chimney Hood Dimensions,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/27/2014 13:26,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,42,24,0,0,0,,,
406,WBM3042,75,1,0,11/15/2006,"30""W x 42""T x 21""D Wall Built In Microwave Cabinet (Depth Modifications Available)","Wall Built In Microwave Cabinet 30"" Wide x 42"" Tall x 21"" Deep ",Wall Built In Microwave Cabinet ,77,assets/images/wbm_thumbnail.jpg,assets/images/wbm.jpg,,,,,,,0,Wall Built In Microwave Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/2/2015 17:37,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,42,30,21,0,0,0,,,
407,DSB36,100,1,0,11/15/2006,"36"" Diagonal Corner Sink Base Cabinet","Diagonal Corner Sink Base Cabinet 36"" Wide ",Diagonal Corner Sink Base Cabinet,35,assets/images/2010cabinetimages/dsb_thumbnail.jpg,assets/images/2010cabinetimages/dsb.jpg,assets/images/2010CabinetImages/DSB36.jpg,,,,,,0,"36"" Diagonal Corner Sink Base Cabinet","36"" Diagonal Corner Sink Base Measurements ",,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:06,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,36,24,0,0,0,,0,
408,DSB42,100,1,0,11/15/2006,"42"" Diagonal Corner Sink Base Cabinet","Diagonal Corner Sink Base Cabinet 42"" Wide ",Diagonal Corner Sink Base Cabinet,35,assets/images/2010cabinetimages/dsb_thumbnail.jpg,assets/images/2010cabinetimages/dsb.jpg,assets/images/2010CabinetImages/DSB42.jpg,,,,,,0,"42"" Diagonal Corner Sink Base Cabinet","42"" Diagonal Sink Base Measurements",,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:06,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,42,24,0,0,0,,0,
411,W3027BD,50,1,0,11/15/2006,"30""W x 27""T Double Door Wall Cabinet (Depth Modifications Available)","Double Door Wall Cabinet 30"" Wide x 27"" Tall x 12"" Deep",Double Door Wall Cabinet,12,assets/images/w36bd(1)_thumbnail.jpg,assets/images/w36bd(1).jpg,,,,,,,0,Double Door Wall Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,3/12/2013,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,27,30,12,0,0,0,,,
412,SB15,50,1,0,11/15/2006,"15""W Single Door Sink Base Cabinet",Single Door Sink Base Cabinet,Single Door Base Cabinet,2,assets/images/2010cabinetimages/sb15_thumbnail.jpg,assets/images/2010cabinetimages/sb15.jpg,,,,,,,0,Single Door Base Cabinet,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:06,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,15,24,0,0,0,,0,
423,TRSH18,0,1,0,3/26/2009,"Pull Out Trash Can For 18"" Base Cabinet","15"" Wide Trash Can Pull Out For 18"" Base Cabinet",Pull Out Trash Can,0,assets/images/trashpullout_thumbnail.jpg,assets/images/trashpullout.jpg,,,,,,,0,Pull Out Trash Can,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/17/2013 14:29,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
424,TRSH21,0,1,0,3/26/2009,"Pull Out Trash Can For 21"" Base Cabinet (Cabinet Not Included)","18"" Wide TRASH CAN 2 EACH W/FULL EX. SLIDES",Pull Out Trash Can,0,assets/images/trashpullout_thumbnail.jpg,assets/images/trashpullout.jpg,,,,,,,0,Pull Out Trash Can,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/17/2013 14:29,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
425,BFH15,75,1,0,11/15/2006,15 Single Door Full Height Base Cabinet 24 Deep,"Single Door Full Height Base Cabinet 15"" Wide x 34.5"" Tall",Double Door Base Cabinet Center Mullion,17,assets/images/2010cabinetimages/bfhcabinet_thumbnail.jpg,assets/images/2010cabinetimages/bfhcabinet.jpg,,,,,,,0,Full Height Base Cabinet,,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,15,4,0,0,0,,0,
426,BFH18,75,1,0,11/15/2006,18 Single Door Full Height Base Cabinet 24 Deep,"Single Door Full Height Base Cabinet 18"" Wide x 34.5"" Tall",Double Door Base Cabinet Center Mullion,17,assets/images/2010cabinetimages/bfhcabinet_thumbnail.jpg,assets/images/2010cabinetimages/bfhcabinet.jpg,,,,,,,0,Full Height Base Cabinet,,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,18,4,0,0,0,,0,
